,query,url,title,linkedin_industry_domain,linkedin_description,linkedin_location
0,quantum brillance,https://www.linkedin.com/company/quantum-brilliance/,Quantum Brilliance,Computer Hardware Manufacturing,"We build room temperature quantum computers, powered by diamond, which will provide ubiquitous quantum computing.","Canberra, ACT"
