,distance,number_of_the_match,official_code,official_job_name,matched_Title,matched_Description
984,51.584496,1,11-2022.00,Sales Managers,Sales Administration,
985,289.69818,1,25-1063.00,"Economics Teachers, Postsecondary",Payroll Technician – $60K!,
986,289.69818,1,25-1063.00,"Economics Teachers, Postsecondary",Payroll Technician – $60K!,
987,110.546875,1,17-2199.07,Photonics Engineers,Quantum Research Data Scientist,
988,78.69789,1,25-1032.00,"Engineering Teachers, Postsecondary",Internship - Prototyping Engineer,
989,98.53862,1,17-2199.07,Photonics Engineers,Quantum Technologies Researcher,
990,131.74886,1,25-1052.00,"Chemistry Teachers, Postsecondary",Postdoctoral Fellow in Theory and Computation (Chemistry),
991,118.05431,1,17-2199.07,Photonics Engineers,Optics Scientist,
992,110.82998,1,11-2021.00,Marketing Managers,Marketing Intern (m/w/d),
993,172.72739,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Analyst/Consultant Workforce Transformation / Human Capital (m/w/d) in Düsseldorf,
994,169.34889,1,25-1199.00,"Postsecondary Teachers, All Other",(Junior) Consultant – Komplexitätsmanagement Luftfahrt (all genders),
995,195.61249,1,25-1063.00,"Economics Teachers, Postsecondary",Analyst/Consultant Workforce Transformation / Human Capital (m/w/d) in Frankfurt (Main),
996,160.18692,1,11-9039.00,"Education Administrators, All Other",Consultant Energiewirtschaft (all genders),
997,155.97,1,27-3099.00,"Media and Communication Workers, All Other",Consultant im agilen Projektmanagement (all genders),
998,153.46786,1,21-1019.00,"Counselors, All Other",Consultant Strahlenschutz (all genders),
999,130.47122,1,19-4099.01,Quality Control Analysts,Output Management Dopix (f/m/x),
