,code,general
3934,33-3031.00,Object or component oriented development software — Swift
3935,33-3031.00,Office suite software — Microsoft Office
3936,33-3031.00,Presentation software — Microsoft PowerPoint
3937,33-3031.00,Spreadsheet software — Microsoft Excel
3938,33-3031.00,Word processing software — Microsoft Word
3939,11-9179.01,Calendar and scheduling software — Work scheduling software
3940,11-9179.01,Data base user interface and query software — Airtable; MicroFit HealthWizard
3941,11-9179.01,Desktop publishing software — Microsoft Publisher
3942,11-9179.01,Document management software — Adobe Systems Adobe Acrobat
3943,11-9179.01,Electronic mail software — Email software
3944,11-9179.01,
3945,11-9179.01,Office suite software — Microsoft Office
3946,11-9179.01,Presentation software — Microsoft PowerPoint
3947,11-9179.01,Spreadsheet software — Microsoft Excel
3948,11-9179.01,Time accounting software — Payroll software
3949,11-9179.01,Word processing software — Microsoft Word
3950,27-1023.00,Accounting software — Transaction accounting software
3951,27-1023.00,Electronic mail software — Microsoft Outlook
3952,27-1023.00,Internet browser software — Web browser software
3953,27-1023.00,
3954,27-1023.00,Office suite software — Microsoft Office
3955,27-1023.00,
3956,27-1023.00,Presentation software — Microsoft PowerPoint
3957,27-1023.00,Procurement software — Supply ordering software
3958,27-1023.00,Spreadsheet software — Microsoft Excel
3959,27-1023.00,Time accounting software — Timekeeping software
3960,27-1023.00,Web page creation and editing software — Facebook
3961,27-1023.00,Word processing software — Microsoft Word
3962,19-4013.00,
3963,19-4013.00,Application server software — Oracle WebLogic Server ; Red Hat WildFly
3964,19-4013.00,
3965,19-4013.00,Data base user interface and query software — Database software ; Microsoft Access ; Microsoft SQL Server ; Structure query language SQL
3966,19-4013.00,Electronic mail software — IBM Lotus Notes; Microsoft Outlook
3967,19-4013.00,Enterprise resource planning ERP software — SAP business and customer relations management software
3968,19-4013.00,
3969,19-4013.00,Graphics or photo imaging software — Graphics software
3970,19-4013.00,
3971,19-4013.00,Office suite software — Microsoft Office
3972,19-4013.00,Operating system software — Linux
3973,19-4013.00,Presentation software — Microsoft PowerPoint
3974,19-4013.00,
3975,19-4013.00,Spreadsheet software — Microsoft Excel
3976,19-4013.00,
3977,19-4013.00,Word processing software — Microsoft Word
3978,11-9051.00,Accounting software — Food Services Solutions DayCap; Intuit QuickBooks
3979,11-9051.00,"Analytical or scientific software — Aurora FoodPro; Culinary Software Services ChefTec; IPro Restaurant Inventory, Recipe & Menu Software; SweetWARE nutraCoster"
3980,11-9051.00,Calendar and scheduling software — espSoftware Employee Schedule Partner; iMagic Restaurant Reservation
3981,11-9051.00,
3982,11-9051.00,
3983,11-9051.00,Data base user interface and query software — Database software ; ValuSoft MasterCook
3984,11-9051.00,
3985,11-9051.00,Electronic mail software — Microsoft Outlook
3986,11-9051.00,
3987,11-9051.00,
3988,11-9051.00,
3989,11-9051.00,Inventory management software — Army Food Management Information System; Food Service Solutions FoodCo; Gift Certificates Plus Giftworks
3990,11-9051.00,
3991,11-9051.00,
3992,11-9051.00,Point of sale POS software — ClubSoft Food & Beverage Point of Sale; Dinerware Intuitive Restaurant; Food Service Solutions POSitive ID System; Restaurant Manager
3993,11-9051.00,
3994,11-9051.00,Project management software — Microsoft Project ; ReServe Interactive
3995,11-9051.00,Spreadsheet software — Microsoft Excel
3996,11-9051.00,
3997,11-9051.00,
3998,11-9051.00,Word processing software — Evernote; Google Docs ; Microsoft Word
3999,25-1124.00,
4000,25-1124.00,Computer based training software — Blackboard Learn; Learning management system LMS; Moodle; Sakai CLE
4001,25-1124.00,Data base user interface and query software — Blackboard software
4002,25-1124.00,Desktop communications software — Skype
4003,25-1124.00,Desktop publishing software — Adobe Systems Adobe PageMaker; QuarkXPress
4004,25-1124.00,
4005,25-1124.00,Electronic mail software — Email software; Microsoft Outlook
4006,25-1124.00,Foreign language software — Computer assisted language learning CALL software
4007,25-1124.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
4008,25-1124.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
4009,25-1124.00,
4010,25-1124.00,
4011,25-1124.00,
4012,25-1124.00,Optical character reader OCR or scanning software — Image scanning software
4013,25-1124.00,
4014,25-1124.00,
4015,25-1124.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
4016,19-4092.00,Analytical or scientific software — DM2 Bills of Lading; Laboratory information management system LIMS
4017,19-4092.00,Computer aided design CAD software — Computer aided design and drafting CADD software
4018,19-4092.00,Data base user interface and query software — Combined DNA Index System CODIS; Integrated Automated Fingerprint Identification System IAFIS; Microsoft Access ; National Crime Information Center (NCIC) database
4019,19-4092.00,Electronic mail software — IBM Notes ; Microsoft Outlook
4020,19-4092.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; DesignWare 3D EyeWitness; Graphics software; Midwest Information Systems PAX-it
4021,19-4092.00,
4022,19-4092.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office
4023,19-4092.00,Operating system software — Linux
4024,19-4092.00,Presentation software — Microsoft PowerPoint
4025,19-4092.00,
4026,19-4092.00,Spreadsheet software — Microsoft Excel
4027,19-4092.00,Word processing software — Microsoft Word
4028,19-4071.00,Analytical or scientific software — Assisi Forest; HARVEST; LoggerPC software; USDA Forest Vegetation Simulator FVS
4029,19-4071.00,
4030,19-4071.00,Data base user interface and query software — Assisi Compiler; Forest EcoSurvey; Microsoft Access ; PhoenixPRO Forest Activity Tracking
4031,19-4071.00,
4032,19-4071.00,Electronic mail software — Microsoft Outlook
4033,19-4071.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcView
4034,19-4071.00,Graphics or photo imaging software — Computer graphics software
4035,19-4071.00,
4036,19-4071.00,Inventory management software — Assisi Inventory; Haglof Sweden AB TCruise Forest Inventory
4037,19-4071.00,Map creation software — Allegro Landmark; Ben Meadows Yeoman Expedition; Geomechanical design analysis GDA software; Leica Geosystems ERDAS IMAGINE
4038,19-4071.00,Office suite software — Microsoft Office
4039,19-4071.00,Presentation software — Corel Presentation; Microsoft PowerPoint
4040,19-4071.00,Spreadsheet software — Microsoft Excel
4041,19-4071.00,
4042,19-4071.00,
4043,19-4071.00,
4044,33-2022.00,Application server software — Microsoft Windows Server
4045,33-2022.00,
4046,33-2022.00,
4047,33-2022.00,Configuration management software — Puppet
4048,33-2022.00,
4049,33-2022.00,
4050,33-2022.00,Data base user interface and query software — Amazon Web Services AWS software ; Fire incident reporting systems; Relational database software
4051,33-2022.00,Development environment software — Microsoft PowerShell
4052,33-2022.00,
4053,33-2022.00,Expert system software — Ansible software
4054,33-2022.00,File versioning software — Git
4055,33-2022.00,
4056,33-2022.00,Metadata management software — Perforce software
4057,33-2022.00,
4058,33-2022.00,
4059,33-2022.00,Operating system software — Linux ; Microsoft Windows
4060,33-2022.00,Presentation software — Microsoft PowerPoint
4061,33-2022.00,Spreadsheet software — Microsoft Excel
4062,33-2022.00,
4063,33-2022.00,
4064,33-2022.00,
4065,19-1032.00,Analytical or scientific software — Forest vegetation simulators; Forest yield software
4066,19-1032.00,
4067,19-1032.00,Data base user interface and query software — Microsoft Access ; SMART service management and route tracking software
4068,19-1032.00,Electronic mail software — IBM Notes ; Microsoft Outlook
4069,19-1032.00,Enterprise resource planning ERP software — Trimble CENGEA
4070,19-1032.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software
4071,19-1032.00,
4072,19-1032.00,Inventory management software — Forest Metrix; Fountains Forestry TwoDog
4073,19-1032.00,
4074,19-1032.00,Office suite software — Microsoft Office
4075,19-1032.00,Presentation software — Microsoft PowerPoint
4076,19-1032.00,Spreadsheet software — Microsoft Excel
4077,19-1032.00,
4078,19-1032.00,Word processing software — Microsoft Word
4079,25-1043.00,
4080,25-1043.00,Application server software — Oracle WebLogic Server
4081,25-1043.00,
4082,25-1043.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
4083,25-1043.00,
4084,25-1043.00,Data base user interface and query software — MySQL ; Oracle software ; Structure query language SQL
4085,25-1043.00,Electronic mail software — Email software; Microsoft Outlook
4086,25-1043.00,
4087,25-1043.00,
4088,25-1043.00,Geographic information system — ESRI ArcGIS software ; Geographic information system GIS software
4089,25-1043.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
4090,25-1043.00,
4091,25-1043.00,
4092,25-1043.00,
4093,25-1043.00,
4094,25-1043.00,
4095,25-1043.00,Optical character reader OCR or scanning software — Image scanning software
4096,25-1043.00,
4097,25-1043.00,
4098,25-1043.00,
4099,25-1043.00,Spreadsheet software — Microsoft Excel
4100,25-1043.00,Web platform development software — Apache Struts ; Google AngularJS ; JavaScript
4101,25-1043.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
4102,13-2099.04,Accounting software — Bookkeeping software
4103,13-2099.04,
4104,13-2099.04,
4105,13-2099.04,Business intelligence and data analysis software — Business intelligence software; IBM Cognos; Tableau ; TIBCO Spotfire
4106,13-2099.04,
4107,13-2099.04,
4108,13-2099.04,Data base user interface and query software — Microsoft Access ; Microsoft SQL Server ; Structured query language SQL ; Vertafore ImageRight
4109,13-2099.04,Electronic mail software — Microsoft Outlook
4110,13-2099.04,Enterprise resource planning ERP software — SAP Business Objects
4111,13-2099.04,
4112,13-2099.04,Medical software — Electronic health record EHR software
4113,13-2099.04,
4114,13-2099.04,Office suite software — Microsoft Office
4115,13-2099.04,Presentation software — Microsoft PowerPoint
4116,13-2099.04,
4117,13-2099.04,Risk management data and analysis software — ArcSight Enterprise Threat and Risk Management
4118,13-2099.04,Spreadsheet software — Microsoft Excel
4119,13-2099.04,
4120,13-2099.04,
4121,43-5011.01,Compliance software — IES Ecellerate; QuestaWeb TradeMaster QW
4122,43-5011.01,Data base user interface and query software — AESDirect
4123,43-5011.01,Electronic mail software — Email software; Microsoft Outlook
4124,43-5011.01,Enterprise resource planning ERP software — Manufacturing resource planning MRP software; Oracle JD Edwards EnterpriseOne ; SAP business and customer relations management software
4125,43-5011.01,
4126,43-5011.01,Internet browser software — Web browser software
4127,43-5011.01,Materials requirements planning logistics and supply chain software — Arcline ArcFreight; CargoWise ediEnterprise; Tailwind Management Systems Tailwind; TMW Enterprise Transportation Management Systems
4128,43-5011.01,Office suite software — Microsoft Office
4129,43-5011.01,Presentation software — Microsoft PowerPoint
4130,43-5011.01,Spreadsheet software — Microsoft Excel
4131,43-5011.01,Word processing software — Microsoft Word
4132,17-2141.01,Analytical or scientific software — Gaussian GaussView; GE Energy GateCycle; Minitab ; Wolfram Research Mathematica
4133,17-2141.01,Computer aided design CAD software — Autodesk AutoCAD
4134,17-2141.01,Data base user interface and query software — IBM Cloud; Oracle software
4135,17-2141.01,Development environment software — C; National Instruments LabVIEW ; Wind River Systems C/C++ Compiler Suite
4136,17-2141.01,Electronic mail software — Microsoft Outlook
4137,17-2141.01,
4138,17-2141.01,
4139,17-2141.01,
4140,17-2141.01,Office suite software — Microsoft Office
4141,17-2141.01,Operating system software — Microsoft Windows
4142,17-2141.01,Presentation software — Microsoft PowerPoint
4143,17-2141.01,Spreadsheet software — Microsoft Excel
4144,17-2141.01,Word processing software — Microsoft Word
4145,13-1131.00,Customer relationship management CRM software — Blackbaud eTapestry; Blackbaud The Raiser's Edge; Microsoft Dynamics ; SofterWare DonorPerfect
4146,13-1131.00,
4147,13-1131.00,Data base user interface and query software — Database software ; FileMaker Pro; Structured query language SQL ; WealthEngine Findwealth
4148,13-1131.00,Desktop publishing software — Adobe Systems Adobe PageMaker; Microsoft Publisher
4149,13-1131.00,Electronic mail software — Email software; Microsoft Outlook
4150,13-1131.00,Enterprise resource planning ERP software — Tessitura Network Tessitura Software
4151,13-1131.00,Graphics or photo imaging software — Corel CorelDraw Graphics Suite
4152,13-1131.00,
4153,13-1131.00,
4154,13-1131.00,Office suite software — Microsoft Office
4155,13-1131.00,Presentation software — Microsoft PowerPoint
4156,13-1131.00,Spreadsheet software — Microsoft Excel
4157,13-1131.00,Web page creation and editing software — Facebook
4158,13-1131.00,
4159,11-2033.00,
4160,11-2033.00,
4161,11-2033.00,Cloud-based data access and sharing software — Google Drive ; Microsoft SharePoint ; Slack
4162,11-2033.00,Customer relationship management CRM software — Blackbaud eTapestry; Blackbaud The Raiser's Edge; Oracle Eloqua; Salesforce software
4163,11-2033.00,
4164,11-2033.00,Data base user interface and query software — Airtable; FileMaker Pro; Microsoft Access ; Yardi software
4165,11-2033.00,
4166,11-2033.00,Desktop publishing software — Adobe Systems Adobe Distiller; Adobe Systems Adobe InDesign ; Microsoft Publisher; QuarkXPress
4167,11-2033.00,
4168,11-2033.00,Electronic mail software — Google Gmail; IBM Notes ; MicroFocus GroupWise
4169,11-2033.00,Enterprise resource planning ERP software — Microsoft Dynamics ; Oracle PeopleSoft Financials
4170,11-2033.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; SmugMug Flickr
4171,11-2033.00,
4172,11-2033.00,
4173,11-2033.00,
4174,11-2033.00,
4175,11-2033.00,
4176,11-2033.00,Sales and marketing software — Google AdWords ; HubSpot software ; Marketo Marketing Automation ; MightyScout
4177,11-2033.00,
4178,11-2033.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Flipgrid; WeVideo; YouTube
4179,11-2033.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; LinkedIn ; Social media sites
4180,11-2033.00,
4181,11-2033.00,
4182,11-1021.00,
4183,11-1021.00,Accounting software — Fund accounting software; Intuit QuickBooks ; Sage 50 Accounting; Tax software
4184,11-1021.00,Analytical or scientific software — IBM SPSS Statistics ; Minitab ; SAS statistical software; The MathWorks MATLAB
4185,11-1021.00,
4186,11-1021.00,Business intelligence and data analysis software — IBM Cognos Impromptu ; MicroStrategy ; Oracle Business Intelligence Enterprise Edition ; Qlik Tech QlikView
4187,11-1021.00,
4188,11-1021.00,Cloud-based data access and sharing software — Dropbox; Google Drive ; Microsoft SharePoint ; Slack
4189,11-1021.00,
4190,11-1021.00,
4191,11-1021.00,
4192,11-1021.00,
4193,11-1021.00,
4194,11-1021.00,
4195,11-1021.00,Customer relationship management CRM software — Act!; Oracle Eloqua; Salesforce software ; Sugar CRM
4196,11-1021.00,
4197,11-1021.00,
4198,11-1021.00,Data base user interface and query software — Airtable; Amazon Web Services AWS software ; Blackboard software; Yardi software
4199,11-1021.00,
4200,11-1021.00,
4201,11-1021.00,
4202,11-1021.00,
4203,11-1021.00,
4204,11-1021.00,Electronic mail software — IBM Notes ; Microsoft Exchange ; Microsoft Outlook ; Mozilla Thunderbird
4205,11-1021.00,
4206,11-1021.00,Enterprise resource planning ERP software — Microsoft Dynamics GP ; NetSuite ERP ; Oracle Hyperion ; Oracle JD Edwards EnterpriseOne
4207,11-1021.00,
4208,11-1021.00,
4209,11-1021.00,
4210,11-1021.00,
4211,11-1021.00,
4212,11-1021.00,
4213,11-1021.00,
4214,11-1021.00,
4215,11-1021.00,
4216,11-1021.00,
4217,11-1021.00,
4218,11-1021.00,
4219,11-1021.00,
4220,11-1021.00,
4221,11-1021.00,
4222,11-1021.00,
4223,11-1021.00,
4224,11-1021.00,
4225,11-1021.00,Operating system software — Apple macOS ; Microsoft Windows ; Oracle Solaris ; Shell script
4226,11-1021.00,
4227,11-1021.00,
4228,11-1021.00,
4229,11-1021.00,
4230,11-1021.00,
4231,11-1021.00,
4232,11-1021.00,
4233,11-1021.00,
4234,11-1021.00,
4235,11-1021.00,Video creation and editing software — Apple Final Cut Pro; Flipgrid; Screencastify; YouTube
4236,11-1021.00,
4237,11-1021.00,
4238,19-1029.03,Analytical or scientific software — RTI International SUDAAN; Sage Accounting Software; SAS/Genetics; Ward Systems Group GeneHunter
4239,19-1029.03,Application server software — GitHub
4240,19-1029.03,Data base user interface and query software — Bioinformatics databases; Database software ; Microsoft Access ; Structured query language SQL
4241,19-1029.03,
4242,19-1029.03,Development environment software — Formula translation/translator FORTRAN
4243,19-1029.03,Electronic mail software — Email software
4244,19-1029.03,
4245,19-1029.03,
4246,19-1029.03,Medical software — Plate reader software
4247,19-1029.03,Object or component oriented development software — C++ ; Oracle Java ; Perl ; R
4248,19-1029.03,
4249,19-1029.03,Operating system software — Linux ; UNIX
4250,19-1029.03,Presentation software — Microsoft PowerPoint
4251,19-1029.03,Spreadsheet software — Microsoft Excel
4252,19-1029.03,
4253,17-1022.01,Analytical or scientific software — Carlson Simplicity Sight Survey; National Geodetic Survey NGS VERTCON; QuickCogo; Underhill Geomatics Copan
4254,17-1022.01,Computer aided design CAD software — Autodesk AutoCAD ; Autodesk CAiCE Visual Transportation; Bentley MicroStation ; MicroSurvey Software MicroSurvey CAD
4255,17-1022.01,Data base user interface and query software — Amazon Web Services AWS software ; Microsoft Access ; Structured query language SQL
4256,17-1022.01,Electronic mail software — Email software
4257,17-1022.01,
4258,17-1022.01,Geographic information system — ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software
4259,17-1022.01,
4260,17-1022.01,Map creation software — Geo-Plus; SiteComp Survey; Traverse PC; Trimble Terramodel
4261,17-1022.01,Object or component oriented development software — C# ; C++ ; Oracle Java
4262,17-1022.01,
4263,17-1022.01,
4264,17-1022.01,Operating system software — Linux ; Microsoft Windows
4265,17-1022.01,Presentation software — Microsoft PowerPoint
4266,17-1022.01,Spreadsheet software — Microsoft Excel
4267,17-1022.01,
4268,17-1022.01,
4269,19-3092.00,Analytical or scientific software — IBM SPSS Statistics ; Minitab ; SAS statistical software; The MathWorks MATLAB
4270,19-3092.00,Computer aided design CAD software — Autodesk AutoCAD
4271,19-3092.00,
4272,19-3092.00,Geographic information system — Caliper Maptitude; ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software
4273,19-3092.00,Graphics or photo imaging software — ACD Systems Canvas; Adobe Systems Adobe Photoshop ; Corel CorelDraw Graphics Suite; Lemkesoft GraphicConverter
4274,19-3092.00,Internet browser software — Microsoft Internet Explorer
4275,19-3092.00,Map creation software — Golden Software Surfer; Leica Geosystems ERDAS IMAGINE; MapInfo MapMarker; Martin D Adamiker's TruFlite
4276,19-3092.00,Office suite software — Microsoft Office
4277,19-3092.00,Presentation software — Microsoft PowerPoint
4278,19-3092.00,Spreadsheet software — Microsoft Excel
4279,19-3092.00,
4280,19-3092.00,Word processing software — Microsoft Word
4281,15-1299.02,Analytical or scientific software — Coordinate geometry COGO software; Hydrological modeling software; SAS statistical software; The MathWorks MATLAB
4282,15-1299.02,
4283,15-1299.02,
4284,15-1299.02,
4285,15-1299.02,Computer aided design CAD software — Autodesk AutoCAD ; Autodesk Land Desktop; Bentley MicroStation ; Computer aided design and drafting software CADD
4286,15-1299.02,Data base management system software — Microsoft SQL Server ; Relational database management software ; Relational database management system RDMS; Teradata Database
4287,15-1299.02,
4288,15-1299.02,Data base user interface and query software — dBASE; Microsoft Access ; Soil Survey Geographic SSURGO; Structured query language SQL
4289,15-1299.02,Development environment software — Microsoft .NET Framework ; Microsoft Visual Basic for Applications VBA ; Microsoft Visual Basic Scripting Edition VBScript ; Microsoft Visual Studio
4290,15-1299.02,
4291,15-1299.02,
4292,15-1299.02,
4293,15-1299.02,
4294,15-1299.02,Geographic information system — ESRI ArcGIS software ; ESRI ArcSDE; ESRI ArcView; Geographic information system GIS software
4295,15-1299.02,
4296,15-1299.02,
4297,15-1299.02,Map creation software — CDA International Manifold System; ITT Visual Information Solutions ENVI; Leica Geosystems ERDAS IMAGINE; Trimble Pathfinder Office
4298,15-1299.02,
4299,15-1299.02,Object or component oriented development software — C# ; Oracle Java ; Perl ; R
4300,15-1299.02,
4301,15-1299.02,
4302,15-1299.02,
4303,15-1299.02,Presentation software — Microsoft PowerPoint
4304,15-1299.02,
4305,15-1299.02,
4306,15-1299.02,
4307,15-1299.02,
4308,15-1299.02,Web platform development software — Cascading style sheets CSS ; Drupal ; Microsoft ASP.NET ; Oracle JavaServer Pages JSP
4309,15-1299.02,
4310,25-1064.00,Analytical or scientific software — IBM SPSS Statistics ; Insightful S-PLUS; ITT Exelis Visual Information Solutions ENVI; The MathWorks MATLAB
4311,25-1064.00,
4312,25-1064.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
4313,25-1064.00,
4314,25-1064.00,Development environment software — Adobe Systems Adobe Creative Suite; Interface definition language IDL
4315,25-1064.00,
4316,25-1064.00,Electronic mail software — Email software; Microsoft Outlook
4317,25-1064.00,Geographic information system — ESRI ArcGIS Geostatistical Analyst; ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software
4318,25-1064.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
4319,25-1064.00,Internet browser software — Microsoft Internet Explorer; Mozilla Firefox; Web browser software
4320,25-1064.00,Map creation software — Clark Labs CartaLinx; Clark Labs IDRISI; Geographic resources analysis support system GRASS; Leica Geosystems ERDAS IMAGINE
4321,25-1064.00,
4322,25-1064.00,
4323,25-1064.00,
4324,25-1064.00,Spreadsheet software — Microsoft Excel
4325,25-1064.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
4326,19-4043.00,Analytical or scientific software — IHS Petra; Landmark Graphics GeoGraphix; Schlumberger GeoFrame; Techsia Techlog
4327,19-4043.00,Computer aided design CAD software — Autodesk AutoCAD ; Dynamic Graphics EarthVision; Midland Valley 2DMove
4328,19-4043.00,
4329,19-4043.00,Data base user interface and query software — Database software ; Microsoft Access
4330,19-4043.00,Geographic information system — ESRI ArcGIS software ; Geographic information system GIS software
4331,19-4043.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Corel CorelDraw Graphics Suite
4332,19-4043.00,Map creation software — Golden Software Surfer; Leica Geosystems ERDAS IMAGINE; Martin D Adamiker's TruFlite; Surface III
4333,19-4043.00,Mobile location based services software — Juniper Systems LandMark Mobile
4334,19-4043.00,Office suite software — Microsoft Office
4335,19-4043.00,Presentation software — Microsoft PowerPoint
4336,19-4043.00,Spreadsheet software — Microsoft Excel
4337,19-4043.00,
4338,19-2042.00,Analytical or scientific software — EarthWorks Downhole Explorer; Gemcom Surpac; RockWare Geochemist's Workbench GWB; The MathWorks MATLAB
4339,19-2042.00,Computer aided design CAD software — Atoll GeoCAD; Evolution Computing EasyCAD; MineSight; Trimble Terramodel
4340,19-2042.00,Data base user interface and query software — EarthSoft EQuIS Geology; GeoPLUS Petra; Geosoft DAP server; Microsoft Access
4341,19-2042.00,
4342,19-2042.00,Document management software — Adobe Systems Adobe Acrobat ; MHC Document Express
4343,19-2042.00,Electronic mail software — Email software; Microsoft Outlook
4344,19-2042.00,
4345,19-2042.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software ; RockWare RockWorks
4346,19-2042.00,Graphics or photo imaging software — ACD Systems Canvas; Adobe Systems Adobe Photoshop
4347,19-2042.00,
4348,19-2042.00,Map creation software — Geosoft Oasis montaj; Leica Geosystems ERDAS IMAGINE; Mapping software; SACLANTCEN
4349,19-2042.00,
4350,19-2042.00,Office suite software — Microsoft Office ; OpenOffice.org
4351,19-2042.00,Presentation software — Microsoft PowerPoint
4352,19-2042.00,
4353,19-2042.00,
4354,19-2042.00,
4355,19-2042.00,
4356,13-1041.04,
4357,13-1041.04,Computer aided design CAD software — Autodesk AutoCAD ; Autodesk AutoCAD Civil 3D ; Bentley MicroStation
4358,13-1041.04,Data base user interface and query software — BrioQuery; Database software ; Microsoft Access ; Unique Identification UID system databases
4359,13-1041.04,
4360,13-1041.04,
4361,13-1041.04,Document management software — Adobe Systems Adobe Acrobat ; Records management software
4362,13-1041.04,Electronic mail software — Email software; Microsoft Outlook
4363,13-1041.04,
4364,13-1041.04,Geographic information system — Esri ArcGIS
4365,13-1041.04,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
4366,13-1041.04,Inventory management software — Inventory control system software; Peninsula Software Quicktrack Pro; Plant Clearance Automated Reutilization Screening System PCARSS; Radio frequency identification RFID software
4367,13-1041.04,Materials requirements planning logistics and supply chain software — Shipping software; Wide Area Workflow WAWF system
4368,13-1041.04,
4369,13-1041.04,
4370,13-1041.04,Presentation software — Microsoft PowerPoint
4371,13-1041.04,
4372,13-1041.04,Spreadsheet software — Microsoft Excel
4373,13-1041.04,
4374,13-1041.04,
4375,27-1024.00,
4376,27-1024.00,Computer aided design CAD software — Autodesk AutoCAD ; Autodesk AutoCAD Civil 3D ; Autodesk Revit ; Bentley MicroStation
4377,27-1024.00,
4378,27-1024.00,Data base user interface and query software — FileMaker Pro; Microsoft Access ; Structured query language SQL
4379,27-1024.00,Desktop publishing software — Adobe Systems Adobe Distiller; Adobe Systems Adobe InDesign ; Microsoft Publisher; QuarkXPress
4380,27-1024.00,Development environment software — Adobe Systems Adobe ActionScript; Verilog
4381,27-1024.00,
4382,27-1024.00,
4383,27-1024.00,
4384,27-1024.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; SmugMug Flickr ; Trimble SketchUp Pro
4385,27-1024.00,
4386,27-1024.00,
4387,27-1024.00,
4388,27-1024.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office
4389,27-1024.00,
4390,27-1024.00,
4391,27-1024.00,Presentation software — Apple iWork Keynote; Apple Keynote; Google Slides; Microsoft PowerPoint
4392,27-1024.00,
4393,27-1024.00,
4394,27-1024.00,
4395,27-1024.00,
4396,27-1024.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; WeVideo; YouTube
4397,27-1024.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; LinkedIn ; Social media sites
4398,27-1024.00,Web platform development software — AJAX ; Cascading style sheets CSS ; Drupal ; Oracle JavaServer Pages JSP
4399,27-1024.00,
4400,17-2111.00,Analytical or scientific software — Computational fluid dynamics CFD software; Root cause analysis software; The MathWorks MATLAB ; Virtual interaction simulator software
4401,17-2111.00,"Compliance software — Fire safety inspection and testing software; Material safety data sheet MSDS software; Safety integrity level SIL software; Safety, health, and environmental management software"
4402,17-2111.00,Computer aided design CAD software — Autodesk AutoCAD ; Electronic design automation EDA software; Mathsoft Mathcad; Roof support design software
4403,17-2111.00,Computer based training software — Hazardous waste operations and emergency response standard HAZWOPER training software
4404,17-2111.00,
4405,17-2111.00,Data base user interface and query software — Anthropometric databases; Incident tracking software; Microsoft Access ; Reliability information software
4406,17-2111.00,Development environment software — Eclipse IDE ; Microsoft Visual Basic ; National Instruments LabVIEW
4407,17-2111.00,Document management software — Records management software
4408,17-2111.00,Enterprise resource planning ERP software — SAP business and customer relations management software
4409,17-2111.00,
4410,17-2111.00,
4411,17-2111.00,
4412,17-2111.00,
4413,17-2111.00,
4414,17-2111.00,Presentation software — Microsoft PowerPoint
4415,17-2111.00,
4416,17-2111.00,Spreadsheet software — Microsoft Excel
4417,17-2111.00,
4418,17-2111.00,
4419,21-1091.00,
4420,21-1091.00,Computer based training software — Padlet
4421,21-1091.00,Customer relationship management CRM software — Blackbaud The Raiser's Edge
4422,21-1091.00,Data base user interface and query software — Blackboard software; Centers for Disease Control and Prevention CDC WONDER; Microsoft Access
4423,21-1091.00,Desktop publishing software — Microsoft Publisher
4424,21-1091.00,Electronic mail software — Microsoft Outlook
4425,21-1091.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; JamBoard
4426,21-1091.00,
4427,21-1091.00,Medical software — MEDITECH software
4428,21-1091.00,
4429,21-1091.00,
4430,21-1091.00,
4431,21-1091.00,Presentation software — Mentimeter; Microsoft PowerPoint
4432,21-1091.00,
4433,21-1091.00,Spreadsheet software — Microsoft Excel
4434,21-1091.00,Web page creation and editing software — Blogging software; Facebook ; Wiki software
4435,21-1091.00,
4436,15-1211.01,Analytical or scientific software — IBM SPSS Statistics ; SAS software
4437,15-1211.01,Business intelligence and data analysis software — Qlik software; Tableau
