,code,general
0,13-2011.00,Accounting software — Fund accounting software; Intuit QuickBooks ; Sage 50 Accounting; Summit Software Summit Biofuels Accounting
1,13-2011.00,Analytical or scientific software — ACL Audit Exchange; IBM SPSS Statistics ; SAS statistical software; WizSoft WizRule
2,13-2011.00,
3,13-2011.00,
4,13-2011.00,Compliance software — Intrax ProcedureNet; Paisley Cardmap; Tax compliance property tax management software; TrendTracker Compliance Solution
5,13-2011.00,
6,13-2011.00,
7,13-2011.00,
8,13-2011.00,Data base user interface and query software — Microsoft SQL Server ; Oracle software ; Structured query language SQL ; Yardi software
9,13-2011.00,
10,13-2011.00,
11,13-2011.00,
12,13-2011.00,
13,13-2011.00,Document management software — Adobe Systems Adobe Acrobat ; Document management system software; Iron Mountain Accutrac records management software; Sage CPADocument Manager
14,13-2011.00,
15,13-2011.00,
16,13-2011.00,Enterprise resource planning ERP software — Microsoft Dynamics GP ; NetSuite ERP ; Oracle Hyperion ; Oracle JD Edwards EnterpriseOne
17,13-2011.00,
18,13-2011.00,Financial analysis software — Delphi Technology; Oracle E-Business Suite Financials; TopCAATs; Tropics workers' compensation software
19,13-2011.00,
20,13-2011.00,
21,13-2011.00,
22,13-2011.00,Medical software — Epic Systems ; Healthcare common procedure coding system HCPCS ; Medical condition coding software ; MEDITECH software
23,13-2011.00,
24,13-2011.00,
25,13-2011.00,
26,13-2011.00,
27,13-2011.00,
28,13-2011.00,
29,13-2011.00,
30,13-2011.00,
31,13-2011.00,Tax preparation software — ATX Total Tax Office; CCH ProSystem fx TAX; NewPortWave Year End Solutions; Thomson GoSystem Tax
32,13-2011.00,
33,13-2011.00,
34,13-2011.00,
35,13-2011.00,
36,13-2011.00,Word processing software — Google Docs ; Microsoft OneNote; Microsoft Word
37,27-2011.00,Data base user interface and query software — FileMaker Pro
38,27-2011.00,Electronic mail software — Email software; Microsoft Outlook
39,27-2011.00,Instant messaging software — Twitter
40,27-2011.00,Internet browser software — Web browser software
41,27-2011.00,Office suite software — Microsoft Office
42,27-2011.00,Operating system software — Linux
43,27-2011.00,
44,27-2011.00,Spreadsheet software — Microsoft Excel
45,27-2011.00,Video creation and editing software — Apple Final Cut Pro; Motion capture software; YouTube
46,27-2011.00,Web page creation and editing software — Facebook ; Instagram; LinkedIn ; Website development software
47,27-2011.00,Word processing software — Microsoft Word
48,15-2011.00,Analytical or scientific software — IBM SPSS Statistics ; Insightful S-PLUS; SAS statistical software; Statistical software
49,15-2011.00,
50,15-2011.00,
51,15-2011.00,Data base user interface and query software — Microsoft Access ; Microsoft SQL Server ; Oracle software ; Structured query language SQL
52,15-2011.00,Development environment software — Microsoft Visual Basic ; Microsoft Visual Basic for Applications VBA
53,15-2011.00,Electronic mail software — IBM Lotus Notes
54,15-2011.00,Financial analysis software — GGY AXIS; Oak Mountain Software AnnuityValue; Pricing software; Towers Perrin MoSes
55,15-2011.00,Object or component oriented development software — C++ ; Oracle Java ; Python ; R
56,15-2011.00,Object oriented data base management software — Microsoft Visual FoxPro
57,15-2011.00,Office suite software — Microsoft Office
58,15-2011.00,Presentation software — Microsoft PowerPoint
59,15-2011.00,
60,15-2011.00,
61,15-2011.00,Spreadsheet software — Microsoft Excel
62,15-2011.00,
63,23-1021.00,Data base user interface and query software — Microsoft Access ; Online databases
64,23-1021.00,Document management software — Adobe Systems Adobe Acrobat
65,23-1021.00,Electronic mail software — Email software; Microsoft Outlook
66,23-1021.00,Enterprise resource planning ERP software — SAP business and customer relations management software
67,23-1021.00,Information retrieval or search software — LexisNexis; Thomson Reuters Westlaw
68,23-1021.00,
69,23-1021.00,
70,23-1021.00,
71,23-1021.00,Office suite software — Microsoft Office
72,23-1021.00,Operating system software — Microsoft Windows
73,23-1021.00,Presentation software — Microsoft PowerPoint
74,23-1021.00,Spreadsheet software — Microsoft Excel
75,23-1021.00,Video conferencing software — Videoconferencing software
76,23-1021.00,
77,11-3012.00,Accounting software — Fund accounting software; Intuit QuickBooks ; Sage 50 Accounting
78,11-3012.00,Analytical or scientific software — IBM SPSS Statistics ; Minitab ; SAS statistical software
79,11-3012.00,Cloud-based data access and sharing software — Google Drive ; Microsoft SharePoint
80,11-3012.00,
81,11-3012.00,
82,11-3012.00,
83,11-3012.00,
84,11-3012.00,
85,11-3012.00,Data base user interface and query software — Database software ; FileMaker Pro; Microsoft Access ; Yardi software
86,11-3012.00,Desktop publishing software — Adobe Systems Adobe PageMaker; Microsoft Publisher
87,11-3012.00,
88,11-3012.00,Electronic mail software — Email software; IBM Notes ; MicroFocus GroupWise; Microsoft Outlook
89,11-3012.00,Enterprise resource planning ERP software — Microsoft Dynamics ; Microsoft Dynamics GP ; Oracle Hyperion ; Oracle PeopleSoft
90,11-3012.00,
91,11-3012.00,
92,11-3012.00,Human resources software — ADP Enterprise HR; ADP Workforce Now ; Human resource management software HRMS
93,11-3012.00,
94,11-3012.00,
95,11-3012.00,
96,11-3012.00,
97,11-3012.00,Medical software — Medical procedure coding software; PracticeWorks Systems Kodak WINOMS CS
98,11-3012.00,
99,11-3012.00,
100,11-3012.00,
101,11-3012.00,
102,11-3012.00,
103,11-3012.00,
104,11-3012.00,
105,11-3012.00,
106,11-3012.00,Word processing software — Google Docs ; Microsoft Word
107,25-3011.00,Computer based training software — Blackboard software; Computerized testing software; Educational software; Quizlet
108,25-3011.00,Desktop communications software — Edmodo
109,25-3011.00,Desktop publishing software — Microsoft Publisher
110,25-3011.00,Electronic mail software — Microsoft Outlook
111,25-3011.00,Enterprise resource planning ERP software — SAP business and customer relations management software
112,25-3011.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
113,25-3011.00,
114,25-3011.00,Multi-media educational software — Edpuzzle; Kahoot!
115,25-3011.00,Office suite software — Microsoft Office
116,25-3011.00,
117,25-3011.00,Spreadsheet software — Microsoft Excel
118,25-3011.00,
119,25-3011.00,Word processing software — Microsoft Word
120,11-2011.00,Analytical or scientific software — Business analysis software; Data visualization software; Google Analytics ; WebTrends Analytics
121,11-2011.00,
122,11-2011.00,
123,11-2011.00,
124,11-2011.00,Customer relationship management CRM software — Constant Contact; MarketSharp; Oracle Eloqua; Salesforce software
125,11-2011.00,
126,11-2011.00,
127,11-2011.00,Data base user interface and query software — Database software ; Microsoft Access ; PaloAlto Advertising Plan Pro; Structure query language SQL
128,11-2011.00,Desktop publishing software — Adobe Systems Adobe InDesign ; Adobe Systems Adobe PageMaker; Microsoft Publisher; Quark enterprise publishing software
129,11-2011.00,
130,11-2011.00,Document management software — Adobe Systems Adobe Acrobat ; Adobe Systems Adobe Acrobat Reader; Data warehousing software
131,11-2011.00,Electronic mail software — Email software; IBM Lotus Notes; MailChimp; Microsoft Outlook
132,11-2011.00,
133,11-2011.00,Enterprise resource planning ERP software — Brainworks; Microsoft Dynamics ; SAP business and customer relations management software
134,11-2011.00,
135,11-2011.00,
136,11-2011.00,
137,11-2011.00,
138,11-2011.00,
139,11-2011.00,
140,11-2011.00,
141,11-2011.00,
142,11-2011.00,
143,11-2011.00,Sales and marketing software — Google AdWords ; HubSpot software ; Marketo Marketing Automation ; Webtrends software
144,11-2011.00,
145,11-2011.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; Avid Media Composer; YouTube
146,11-2011.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Adobe Systems Adobe Experience Manager (AEM); Facebook ; LinkedIn
147,11-2011.00,
148,11-2011.00,
149,41-3011.00,
150,41-3011.00,Customer relationship management CRM software — Salesforce software
151,41-3011.00,Data base user interface and query software — FileMaker Pro; Microsoft Access
152,41-3011.00,Desktop publishing software — Adobe Systems Adobe InDesign ; Microsoft Publisher; QuarkXPress
153,41-3011.00,Electronic mail software — Email software; Microsoft Outlook
154,41-3011.00,Enterprise resource planning ERP software — Microsoft Dynamics
155,41-3011.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
156,41-3011.00,
157,41-3011.00,Office suite software — Microsoft Office
158,41-3011.00,Presentation software — Microsoft PowerPoint
159,41-3011.00,
160,41-3011.00,Spreadsheet software — Microsoft Excel
161,41-3011.00,Word processing software — Microsoft Word
162,17-3021.00,Analytical or scientific software — Data acquisition software; Vibration analysis software
163,17-3021.00,
164,17-3021.00,Computer aided design CAD software — Autodesk AutoCAD ; Dassault Systemes CATIA; Dassault Systemes SolidWorks
165,17-3021.00,
166,17-3021.00,Data base user interface and query software — Microsoft Access ; Microsoft SQL Server ; Oracle software ; Structured query language SQL
167,17-3021.00,
168,17-3021.00,
169,17-3021.00,
170,17-3021.00,Graphical user interface development software — Graphical user interface GUI design software; Graphical user interfaces GUI
171,17-3021.00,
172,17-3021.00,
173,17-3021.00,Object or component oriented development software — Apache JMeter; C++ ; Oracle Java ; Python
174,17-3021.00,
175,17-3021.00,Operating system software — Job control language JCL; Linux ; UNIX
176,17-3021.00,Presentation software — Microsoft PowerPoint
177,17-3021.00,
178,17-3021.00,Program testing software — Bugzilla; Hewlett Packard LoadRunner; JUnit ; Selenium
179,17-3021.00,Project management software — Atlassian JIRA ; Microsoft Project
180,17-3021.00,Spreadsheet software — Microsoft Excel
181,17-3021.00,
182,17-3021.00,
183,17-3021.00,
184,17-2011.00,Analytical or scientific software — MathWorks Simulink; The MathWorks MATLAB ; Universal Technical Systems TK Solver; Wolfram Research Mathematica
185,17-2011.00,Computer aided design CAD software — Autodesk AutoCAD ; Dassault Systemes CATIA; Dassault Systemes SolidWorks ; PTC Creo Parametric
186,17-2011.00,
187,17-2011.00,
188,17-2011.00,Data base user interface and query software — Microsoft Access ; Structure query language SQL
189,17-2011.00,Development environment software — C; Microsoft Visual Basic ; Microsoft Visual Studio ; National Instruments LabVIEW
190,17-2011.00,
191,17-2011.00,
192,17-2011.00,
193,17-2011.00,
194,17-2011.00,Object or component oriented development software — C# ; C++ ; Oracle Java ; Perl
195,17-2011.00,
196,17-2011.00,Operating system software — Linux ; Microsoft Windows ; Shell script ; UNIX
197,17-2011.00,Presentation software — Microsoft PowerPoint
198,17-2011.00,
199,17-2011.00,Project management software — Microsoft Project ; PTC Pro/INTRALINK
200,17-2011.00,Requirements analysis and system architecture software — IBM Rational DOORS; IBM Rational RequisitePro
201,17-2011.00,Spreadsheet software — Microsoft Excel
202,17-2011.00,
203,13-1011.00,Accounting software — Financial accounting software
204,13-1011.00,
205,13-1011.00,Customer relationship management CRM software — Salesforce software
206,13-1011.00,
207,13-1011.00,Electronic mail software — Email software; Microsoft Outlook
208,13-1011.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
209,13-1011.00,
210,13-1011.00,
211,13-1011.00,
212,13-1011.00,
213,13-1011.00,
214,13-1011.00,Presentation software — Microsoft PowerPoint
215,13-1011.00,Spreadsheet software — Microsoft Excel
216,13-1011.00,Tax preparation software — Tax planning software
217,13-1011.00,
218,13-1011.00,Video conferencing software — Videoconferencing software
219,13-1011.00,Video creation and editing software — Avid Technology iNEWS
220,13-1011.00,Web page creation and editing software — Facebook ; LinkedIn ; Salesforce Marketing Cloud
221,13-1011.00,
222,17-2021.00,
223,17-2021.00,
224,17-2021.00,Computer aided design CAD software — Autodesk AutoCAD ; Dassault Systemes SolidWorks ; Eagle Point LANDCADD; PTC Creo Parametric
225,17-2021.00,Data base user interface and query software — Microsoft Access ; Oracle software
226,17-2021.00,Desktop publishing software — Adobe Systems Adobe InDesign
227,17-2021.00,Electronic mail software — Microsoft Outlook
228,17-2021.00,Enterprise resource planning ERP software — SAP business and customer relations management software
229,17-2021.00,Geographic information system — ESRI ArcView
230,17-2021.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
231,17-2021.00,
232,17-2021.00,
233,17-2021.00,
234,17-2021.00,Office suite software — Microsoft Office
235,17-2021.00,Presentation software — Microsoft PowerPoint
236,17-2021.00,
237,17-2021.00,Spreadsheet software — Microsoft Excel
238,17-2021.00,
239,25-1041.00,
240,25-1041.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
241,25-1041.00,Data base user interface and query software — Data management software; Database software
242,25-1041.00,Electronic mail software — Email software; Microsoft Outlook
243,25-1041.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
244,25-1041.00,Internet browser software — Web browser software
245,25-1041.00,Medical software — Epic Systems
246,25-1041.00,Office suite software — Microsoft Office
247,25-1041.00,Optical character reader OCR or scanning software — Image scanning software
248,25-1041.00,
249,25-1041.00,Spreadsheet software — Microsoft Excel
250,25-1041.00,
251,25-1041.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
252,19-4012.00,Analytical or scientific software — Statistical software
253,19-4012.00,Data base user interface and query software — Microsoft Access
254,19-4012.00,
255,19-4012.00,Electronic mail software — Email software; Microsoft Outlook
256,19-4012.00,Enterprise resource planning ERP software — SAP business and customer relations management software
257,19-4012.00,Internet browser software — Web browser software
258,19-4012.00,Office suite software — Microsoft Office
259,19-4012.00,Operating system software — Microsoft operating system
260,19-4012.00,Presentation software — Microsoft PowerPoint
261,19-4012.00,Spreadsheet software — Microsoft Excel
262,19-4012.00,Word processing software — Microsoft Word
263,53-2021.00,Data base user interface and query software — Microsoft Access
264,53-2021.00,Document management software — Adobe Systems Adobe Acrobat
265,53-2021.00,Electronic mail software — Microsoft Outlook
266,53-2021.00,Enterprise resource planning ERP software — SAP business and customer relations management software
267,53-2021.00,Expert system software — Advanced technologies and oceanic procedures ATOP; Automated radar terminal systems ARTS; Center TRACON automation systems CTAS
268,53-2021.00,Flight control software — Direct-to-tool software; En route descent advisor EDA; Multi-center traffic management advisor McTMA; Traffic management advisor TMA software
269,53-2021.00,Office suite software — Microsoft Office
270,53-2021.00,Presentation software — Microsoft PowerPoint
271,53-2021.00,Spreadsheet software — Microsoft Excel
272,53-2021.00,
273,53-2021.00,Word processing software — Microsoft Word
274,49-3011.00,Accounting software — DatcoMedia EBis
275,49-3011.00,Analytical or scientific software — CaseBank SpotLight; Engine analysis software
276,49-3011.00,
277,49-3011.00,Data base user interface and query software — Mxi Technologies Maintenix; Pentagon 2000SQL
278,49-3011.00,Enterprise resource planning ERP software — SAP business and customer relations management software; Tracware AeroTrac
279,49-3011.00,Facilities management software — Access Software AIRPAX; Maintenance information databases; Maintenance planning software; Maintenance record software
280,49-3011.00,Information retrieval or search software — Computerized aircraft log manager CALM; Technical manual database software
281,49-3011.00,
282,49-3011.00,
283,49-3011.00,Office suite software — Microsoft Office
284,49-3011.00,Operating system software — Microsoft Windows
285,49-3011.00,Spreadsheet software — Microsoft Excel
286,49-3011.00,Word processing software — Microsoft Word
287,53-2022.00,Accounting software — Intuit QuickBooks
288,53-2022.00,Application server software — Apache HTTP Server
289,53-2022.00,
290,53-2022.00,
291,53-2022.00,Data base user interface and query software — FileMaker Pro; Microsoft Access ; Oracle software ; TRMI Airport AVI
292,53-2022.00,Electronic mail software — Microsoft Outlook
293,53-2022.00,
294,53-2022.00,Enterprise resource planning ERP software — SAP business and customer relations management software
295,53-2022.00,Expert system software — Decision Support Technologies Propworks
296,53-2022.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
297,53-2022.00,
298,53-2022.00,
299,53-2022.00,Operating system software — Linux ; Microsoft operating system; Microsoft Windows
300,53-2022.00,Presentation software — Microsoft PowerPoint
301,53-2022.00,Spreadsheet software — Microsoft Excel
302,53-2022.00,
303,53-2011.00,Analytical or scientific software — Pilot Navigator Software Load Balance
304,53-2011.00,Calendar and scheduling software — SBS International Maestro Suite
305,53-2011.00,Data base user interface and query software — Airline Pilots Daily Aviation Log PPC; AirSmith FlightPrompt; CoPilot Flight Planning & E6B; Skylog Services Skylog Pro
306,53-2011.00,Electronic mail software — Microsoft Outlook
307,53-2011.00,Information retrieval or search software — AeroPlanner; Notam Development Group Airport Insight
308,53-2011.00,Office suite software — Microsoft Office
309,53-2011.00,Presentation software — Microsoft PowerPoint
310,53-2011.00,
311,53-2011.00,Route navigation software — IFT-Pro; Navzilla
312,53-2011.00,Spreadsheet software — Microsoft Excel
313,53-2011.00,Word processing software — Microsoft Word
314,45-2021.00,Analytical or scientific software — Questionmark Perception; VSN International GenStat
315,45-2021.00,
316,45-2021.00,Computer based training software — Respondus
317,45-2021.00,Data base user interface and query software — Breedtrak; KinTraks; Microsoft Access ; Reudink Software ZooEasy
318,45-2021.00,Desktop publishing software — Adobe Systems Adobe InDesign
319,45-2021.00,Development environment software — Adobe Systems Adobe Creative Suite
320,45-2021.00,Document management software — Adobe Systems Adobe Acrobat
321,45-2021.00,Electronic mail software — Email software; Microsoft Outlook
322,45-2021.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
323,45-2021.00,
324,45-2021.00,Office suite software — Microsoft Office
325,45-2021.00,
326,45-2021.00,Spreadsheet software — Microsoft Excel
327,45-2021.00,
328,33-9011.00,Cloud-based data access and sharing software — Microsoft SharePoint
329,33-9011.00,Data base user interface and query software — Animal Shelter Manager; ARK Software Ark Shelter Software; Microsoft Access ; TRAX Animal Control and Dog Warden Officer Software
330,33-9011.00,Electronic mail software — Microsoft Outlook
331,33-9011.00,Enterprise resource planning ERP software — SAP business and customer relations management software
332,33-9011.00,Geographic information system — Esri ArcGIS; Geographic information system GIS software
333,33-9011.00,
334,33-9011.00,Office suite software — Microsoft Office
335,33-9011.00,Operating system software — Microsoft Windows
336,33-9011.00,Presentation software — Microsoft PowerPoint
337,33-9011.00,
338,33-9011.00,Spreadsheet software — Microsoft Excel
339,33-9011.00,Word processing software — Microsoft Word
340,19-1011.00,Analytical or scientific software — Deoxyribonucleic acid DNA sequence analysis software; SAS statistical software; VSNi ASReml; VSNi GenStat
341,19-1011.00,
342,19-1011.00,Computer aided design CAD software — Autodesk AutoCAD
343,19-1011.00,Data base user interface and query software — DAGRIS; Database software ; Microsoft Access ; Structured query language SQL
344,19-1011.00,Electronic mail software — Email software
345,19-1011.00,Enterprise resource planning ERP software — Oracle PeopleSoft
346,19-1011.00,Geographic information system — ESRI ArcGIS software
347,19-1011.00,
348,19-1011.00,Office suite software — Microsoft Office
349,19-1011.00,Presentation software — Microsoft PowerPoint
350,19-1011.00,Spreadsheet software — Microsoft Excel
351,19-1011.00,Word processing software — Microsoft Word
352,39-2011.00,
353,39-2011.00,Data base user interface and query software — Database software ; Oracle software ; Tracks Software
354,39-2011.00,Electronic mail software — Microsoft Outlook
355,39-2011.00,Enterprise resource planning ERP software — Oracle PeopleSoft ; SAP business and customer relations management software
356,39-2011.00,Medical software — Epic Systems
357,39-2011.00,Office suite software — Microsoft Office
358,39-2011.00,Operating system software — Microsoft Windows
359,39-2011.00,Presentation software — Microsoft PowerPoint
360,39-2011.00,Project management software — Atlassian JIRA ; Microsoft Project
361,39-2011.00,Spreadsheet software — Microsoft Excel
362,39-2011.00,Transaction server software — Customer information control system CICS
363,39-2011.00,
364,39-2011.00,
365,19-3091.00,Analytical or scientific software — IBM SPSS Statistics ; SAS statistical software; The MathWorks MATLAB ; The University of Tennessee FORDISC
366,19-3091.00,
367,19-3091.00,
368,19-3091.00,Data base user interface and query software — Archeological Sites Management Information System ASMIS; Genealogy software; Microsoft Access ; Structured query language SQL
369,19-3091.00,Desktop publishing software — Adobe Systems Adobe InDesign ; Adobe Systems Adobe PageMaker
370,19-3091.00,
371,19-3091.00,
372,19-3091.00,
373,19-3091.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcInfo; ESRI ArcView; Geographic information system GIS software
374,19-3091.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; GE Healthcare ImageQuant TL; Graphics software
375,19-3091.00,Internet browser software — Microsoft Internet Explorer; Web browser software
376,19-3091.00,Map creation software — Golden Software Surfer; Leica Geosystems ERDAS IMAGINE; Trimble Pathfinder Office
377,19-3091.00,
378,19-3091.00,
379,19-3091.00,
380,19-3091.00,Presentation software — Microsoft PowerPoint
381,19-3091.00,
382,19-3091.00,Video creation and editing software — Apple Final Cut Express; Apple iMovie; Microsoft Windows Movie Maker; Sony Creative Software Vegas Movie Studio
383,19-3091.00,
384,19-3091.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; Microsoft FrontPage
385,19-3091.00,
386,25-1061.00,
387,25-1061.00,
388,25-1061.00,
389,25-1061.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
390,25-1061.00,
391,25-1061.00,Development environment software — Adobe Systems Adobe Creative Suite
392,25-1061.00,Document management software — Adobe Systems Adobe Acrobat
393,25-1061.00,Electronic mail software — Email software; Microsoft Outlook
394,25-1061.00,Geographic information system — ESRI ArcGIS Geostatistical Analyst; ESRI ArcGIS software ; ESRI ArcView; Geographic information system GIS software
395,25-1061.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
396,25-1061.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
397,25-1061.00,
398,25-1061.00,
399,25-1061.00,
400,25-1061.00,Optical character reader OCR or scanning software — Digitizing software; Image scanning software
401,25-1061.00,
402,25-1061.00,Spreadsheet software — Microsoft Excel
403,25-1061.00,
404,25-1061.00,
405,25-1061.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
406,13-2023.00,
407,13-2023.00,Analytical or scientific software — Construction Management Software ProEst; MicroSolve CAMA; WinEstimator WinEst; WinGap
408,13-2023.00,
409,13-2023.00,Data base user interface and query software — Ascend Property Assessment; Database software ; Microsoft Access ; Yardi software
410,13-2023.00,
411,13-2023.00,Electronic mail software — Microsoft Outlook
412,13-2023.00,Financial analysis software — Cost estimating software; CPR Visual Estimator; RPIS Silent CMA; TietoEnator ProMatch
413,13-2023.00,Geographic information system — Govern Software GovMap
414,13-2023.00,Graphics or photo imaging software — Bradford ClickFORMS; Wilson's Computer Applications RealEasy Photos Plus
415,13-2023.00,
416,13-2023.00,
417,13-2023.00,Map creation software — Emerald Data Deed-Chek; Geomechanical design analysis GDA software; Greenbrier Graphics Deed Plotter; Informatik MapDraw Deed Mapper
418,13-2023.00,
419,13-2023.00,
420,13-2023.00,
421,13-2023.00,Spreadsheet software — Microsoft Excel
422,13-2023.00,
423,13-2023.00,Video conferencing software — Google Meet
424,13-2023.00,Word processing software — Concierge Systems Report Concierge; Microsoft Word ; ValueTech Report Builder
425,23-1022.00,
426,23-1022.00,Cloud-based data access and sharing software — Microsoft SharePoint
427,23-1022.00,Customer relationship management CRM software — Salesforce software
428,23-1022.00,Data base user interface and query software — Microsoft Access
429,23-1022.00,Electronic mail software — Microsoft Outlook
430,23-1022.00,Enterprise resource planning ERP software — Oracle PeopleSoft ; SAP business and customer relations management software
431,23-1022.00,Internet browser software — Web browser software
432,23-1022.00,Office suite software — Microsoft Office
433,23-1022.00,Presentation software — Microsoft PowerPoint
434,23-1022.00,Spreadsheet software — Microsoft Excel
435,23-1022.00,Word processing software — Microsoft Word
436,17-1011.00,Accounting software — Intuit QuickBooks ; Turtle Creek Software Goldenseal (accounting feature)
437,17-1011.00,
438,17-1011.00,
439,17-1011.00,
440,17-1011.00,Computer aided design CAD software — Autodesk AutoCAD Civil 3D ; Autodesk Revit ; Bentley MicroStation ; Trimble SketchUp Pro
441,17-1011.00,
442,17-1011.00,Configuration management software — Chef; Puppet
443,17-1011.00,Data base management system software — Apache Cassandra ; Apache Hive ; MongoDB ; NoSQL
444,17-1011.00,Data base user interface and query software — Amazon Elastic Compute Cloud EC2 ; Amazon Redshift ; Microsoft SQL Server ; Oracle JDBC
445,17-1011.00,
446,17-1011.00,Development environment software — Apache Maven; Microsoft PowerShell ; Verilog
447,17-1011.00,Document management software — Adobe Systems Adobe Acrobat ; Applied Search Technology CADFind; FileNet P8
448,17-1011.00,
449,17-1011.00,
450,17-1011.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Micro-Press MicroStation PowerDraft
451,17-1011.00,
452,17-1011.00,
453,17-1011.00,
454,17-1011.00,
455,17-1011.00,Presentation software — Microsoft PowerPoint
456,17-1011.00,
457,17-1011.00,Project management software — Craftsman CD Estimator; Microsoft Project ; Oracle Primavera Enterprise Project Portfolio Management ; Oracle Primavera Systems
458,17-1011.00,
459,17-1011.00,
460,17-1011.00,
461,17-3011.00,Computer aided design CAD software — Autodesk AutoCAD Civil 3D ; Autodesk Revit ; Bentley MicroStation ; Trimble SketchUp Pro
462,17-3011.00,Data base user interface and query software — ARCOM Masterspec; Database software ; Microsoft Access
463,17-3011.00,
464,17-3011.00,Development environment software — Adobe Systems Adobe Creative Suite; C; Microsoft .NET Framework
465,17-3011.00,Document management software — Adobe Systems Adobe Acrobat ; Document management system software
466,17-3011.00,
467,17-3011.00,
468,17-3011.00,Enterprise resource planning ERP software — ERP software; SAP business and customer relations management software
469,17-3011.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcView
470,17-3011.00,Graphics or photo imaging software — Adobe Systems Adobe After Effects ; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Corel Paint Shop Pro
471,17-3011.00,Map creation software — Bentley Systems InRoads Suite; Boundary survey software; Geomechanical design analysis GDA software; Topographic map software
472,17-3011.00,
473,17-3011.00,
474,17-3011.00,
475,17-3011.00,Optical character reader OCR or scanning software — Digitizing and photogrammetric software; Scanning software
476,17-3011.00,
477,17-3011.00,Presentation software — Microsoft PowerPoint
478,17-3011.00,
479,17-3011.00,
480,17-3011.00,
481,17-3011.00,
482,17-3011.00,
483,11-9041.00,
484,11-9041.00,
485,11-9041.00,Analytical or scientific software — HEC-RAS; Minitab ; The MathWorks MATLAB ; Water surface pressure gradient WSPG software
486,11-9041.00,
487,11-9041.00,
488,11-9041.00,
489,11-9041.00,
490,11-9041.00,Computer aided design CAD software — Autodesk AutoCAD Civil 3D ; Autodesk Revit ; Bentley MicroStation ; Dassault Systemes SolidWorks
491,11-9041.00,
492,11-9041.00,
493,11-9041.00,
494,11-9041.00,Data base management system software — Amazon DynamoDB ; Apache Hive ; Elasticsearch ; MongoDB
495,11-9041.00,Data base user interface and query software — Amazon Elastic Compute Cloud EC2 ; Amazon Redshift ; Amazon Web Services AWS software ; Microsoft SQL Server
496,11-9041.00,Development environment software — Apache Kafka ; Go ; Microsoft Azure ; Ruby
497,11-9041.00,
498,11-9041.00,
499,11-9041.00,
500,11-9041.00,Enterprise resource planning ERP software — Agile Product Lifecyle Management PLM; Microsoft Dynamics ; Oracle JD Edwards EnterpriseOne ; SAP business and customer relations management software
501,11-9041.00,
502,11-9041.00,
503,11-9041.00,
504,11-9041.00,
505,11-9041.00,
506,11-9041.00,
507,11-9041.00,
508,11-9041.00,
509,11-9041.00,
510,11-9041.00,
511,11-9041.00,Object or component oriented development software — Apache Groovy ; Objective C ; Scala ; Swift
512,11-9041.00,
513,11-9041.00,
514,11-9041.00,Operating system software — Apple macOS ; Bash ; Oracle Solaris ; Shell script
515,11-9041.00,Presentation software — Microsoft PowerPoint
516,11-9041.00,
517,11-9041.00,
518,11-9041.00,
519,11-9041.00,
520,11-9041.00,
521,11-9041.00,
522,11-9041.00,Web platform development software — Backbone.js ; Django ; Node.js ; React
523,11-9041.00,
524,25-1031.00,
525,25-1031.00,
526,25-1031.00,Computer aided design CAD software — Autodesk AutoCAD ; Autodesk Revit ; Computer aided design and drafting CADD software; Trimble SketchUp Pro
527,25-1031.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
528,25-1031.00,
529,25-1031.00,
530,25-1031.00,
531,25-1031.00,
532,25-1031.00,Electronic mail software — Email software; Microsoft Outlook
533,25-1031.00,Geographic information system — Geographic information system GIS systems
534,25-1031.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Autodesk Mudbox; Blender
