,code,general
1427,15-1299.01,Notebook computers — Laptop computers
1428,15-1299.01,Personal computers
1429,15-1299.01,Scanners — Computer data input scanners
1430,15-1255.00,Computer servers — Application servers; Web servers
1431,15-1255.00,Desktop computers
1432,15-1255.00,High capacity removable media drives — Universal serial bus USB flash drives
1433,15-1255.00,Notebook computers — Laptop computers
1434,15-1255.00,Personal computers
1435,15-1254.00,Computer servers — Application servers; Web servers
1436,15-1254.00,Desktop computers
1437,15-1254.00,High capacity removable media drives — Universal serial bus USB flash drives
1438,15-1254.00,Notebook computers — Laptop computers
1439,15-1254.00,Personal computers
1440,13-1022.00,Desktop calculator — 10-key calculators
1441,13-1022.00,Desktop computers
1442,13-1022.00,Personal computers
1443,13-1022.00,Point of sale POS terminal — Point of sale POS systems
1444,43-9022.00,Desktop calculator — Desktop calculators
1445,43-9022.00,Franking or postage machines — Postage marking machines; Postage meters
1446,43-9022.00,Laser fax machine — Laser facsimile machines
1447,43-9022.00,Paper shredding machines or accessories — Paper shredders
1448,43-9022.00,Personal computers
1449,43-9022.00,Photocopiers — Copy machines
1450,43-9022.00,Typewriters — Electric typewriters
1451,27-3043.00,Desktop computers
1452,27-3043.00,Flash memory storage card — Universal serial bus USB flash drives
1453,27-3043.00,Notebook computers — Laptop computers
1454,27-3043.00,Personal computers
1455,27-3043.00,Photocopiers — Copy machines
1456,27-3043.00,Teleconference equipment — Teleconferencing equipment
1457,27-3043.00,Videoconferencing systems — Videoconferencing equipment
