,distance,number_of_the_match,official_code,official_job_name,matched_ID,matched_Title,matched_Organisation ID,matched_Organisation Name,matched_Organisation Profile,matched_Posted By - Name,matched_Posted By - Profile,matched_Short description,matched_Location,matched_Remote work allowed,matched_Benefits,matched_Workplace type,matched_Description,matched_Seniority level,matched_Under 10 applications,matched_Job functions,matched_Date posted,matched_Date expires,matched_Industry,matched_Source domain,matched_Easy apply,matched_Job type,matched_Industry.1,matched_Link
569,100.817795,1,17-3029.08,Photonics Technicians,3271968889,Research Assistant (Quantum photonics),b3JnOjMzMzE4NA==,Nanyang Technological University Singapore,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-06 14:27:57,2022-10-05 14:14:27,,ntu.wd3.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3271968889
570,99.10358,1,13-1199.07,Security Management Specialists,3299456964,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hesse, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:14:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299456964
571,138.80197,1,11-1011.00,Chief Executives,3294680496,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Eschborn, Hesse, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:27,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294680496
572,162.6984,1,11-9033.00,"Education Administrators, Postsecondary",3271167960,Site Manager - Magdeburg,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Magdeburg, Saxony-Anhalt, Germany",,,,,,,,2022-09-20 02:35:25,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3271167960
573,155.50183,1,25-1199.00,"Postsecondary Teachers, All Other",3284490292,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Düsseldorf, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-23 03:31:13,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490292
574,152.24118,1,25-1199.00,"Postsecondary Teachers, All Other",3296430812,Manager Forschung und Entwicklung Quantencomputing (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:44,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296430812
575,161.7686,1,29-9021.00,Health Information Technologists and Medical Registrars,3269101053,Manager / Agile Coach Medical Engineering (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-17 17:27:27,2022-10-05 14:14:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269101053
576,115.1316,1,11-9111.00,Medical and Health Services Managers,3269102020,Manager / Agile Coach Medical Engineering (m/w/d),b3JnOjE2MjQ3,Deloitte,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-17 17:27:25,2022-10-05 14:14:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269102020
577,182.68402,1,47-2082.00,Tapers,3289541246,KONSTRUKTÖR TILL SKÖVDE,b3JnOjM3ODM2Nw==,TMC,,,,-,"Skövde, Vastra Gotaland County, Sweden",,,On-site,,,,,2022-09-28 14:39:50,2022-10-05 14:14:27,,,NO,,,https://www.linkedin.com/jobs/view/3289541246
578,122.422485,1,11-3071.00,"Transportation, Storage, and Distribution Managers",3277774449,Pipeline to Pathways: Area Manager,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-27 20:29:57,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3277774449
579,81.246765,1,25-9031.00,Instructional Coordinators,3284376886,"Program Manager Learning Solutions, PARS Knowledgement Management",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Luxembourg, Luxembourg, Luxembourg",,,,,,,,2022-09-24 02:17:55,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3284376886
580,155.50183,1,25-1199.00,"Postsecondary Teachers, All Other",3284490291,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-23 03:31:10,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490291
581,135.6034,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3277909394,"Analytical Consultant, Data and Insights (Fixed-Term Contract)",b3JnOjYwMDE3NTY1,Google,,,,-,"Hamburg, Hamburg, Germany",,,,,,,,2022-09-21 12:21:37,2022-10-05 14:14:27,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3277909394
582,71.25511,1,43-3051.00,Payroll and Timekeeping Clerks,3262854259,Payroll Technician,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-14 14:47:48,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3262854259
583,75.518684,1,25-1054.00,"Physics Teachers, Postsecondary",3270149510,Assistant/Associate/Professor - Physics,b3JnOjEyMzI5MA==,The University of Texas at Dallas,,,,-,"Richardson, TX",,,On-site,,,,,2022-09-15 21:51:34,2022-10-05 14:14:27,,www.careerarc.com,NO,,,https://www.linkedin.com/jobs/view/3270149510
584,132.19827,1,15-1299.09,Information Technology Project Managers,3295284701,"Global Technology Strategy, Senior Associate",b3JnOjE1NTMz,JPMorgan Chase & Co.,,,,-,"New York, NY",,,,,,,,2022-10-05 04:58:30,2022-10-05 14:14:27,,ars2.equest.com,NO,,,https://www.linkedin.com/jobs/view/3295284701
585,162.76596,1,17-2199.05,Mechatronics Engineers,3284486991,Project Coordinator I - Quantum R&D,b3JnOjEwOTQwNzg=,Pride Mobility Products Corporation,,,,-,"Duryea, PA",,,On-site,,,,,2022-08-29 03:10:51,2022-10-05 14:14:27,,recruiting.ultipro.com,NO,,,https://www.linkedin.com/jobs/view/3284486991
586,154.05086,1,15-2031.00,Operations Research Analysts,3270593110,Professional Research Assistant/Senior Professional Research Assistant,b3JnOjI0MjQ4,University of Colorado Boulder,,,,-,"Boulder, CO",,,On-site,,,,,2022-09-20 22:09:39,2022-10-05 14:14:27,,jobs.colorado.edu,NO,,,https://www.linkedin.com/jobs/view/3270593110
587,107.05421,1,17-3027.00,Mechanical Engineering Technologists and Technicians,3238247132,Mechanical Engineer (Entry level),b3JnOjEwOTQyMg==,Keysight Technologies,,,,-,"Colorado Springs, CO",,,,,,,,2022-09-28 18:44:06,2022-10-05 14:14:27,,jobs.keysight.com,NO,,,https://www.linkedin.com/jobs/view/3238247132
588,83.574615,1,11-3131.00,Training and Development Managers,3293807434,Career Services Coordinator,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 20:44:30,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293807434
589,227.87802,1,25-1054.00,"Physics Teachers, Postsecondary",3289018920,"Student Researcher, BS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Palo Alto, CA",,,,,,,,2022-09-27 20:23:43,2022-10-05 14:14:27,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289018920
590,19.911915,1,43-4051.00,Customer Service Representatives,3271144775,Customer Service,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-19 20:58:09,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3271144775
591,96.152725,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,3302682098,Quantum Materials Scientist Industrial Placement,b3JnOjkzNTA=,UK Research and Innovation,,,,-,"Didcot, England, United Kingdom",,,On-site,,,,,2022-09-10 09:50:53,2022-10-05 14:14:27,,uksbs.referrals.selectminds.com,NO,,,https://www.linkedin.com/jobs/view/3302682098
592,88.72586,1,11-3031.03,Investment Fund Managers,3298177191,Investor Relations Associate,b3JnOjgwNDg5OTM5,Quantum Light,,,,-,"London Area, United Kingdom",,,On-site,,,,,2022-09-06 21:57:00,2022-10-05 14:14:27,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3298177191
593,126.708565,1,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3271146666,Inside Sales Representative – Customer Service,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Toronto, ON",,,On-site,,,,,2022-09-19 20:58:06,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3271146666
594,227.87802,1,25-1054.00,"Physics Teachers, Postsecondary",3289023199,"Student Researcher, BS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Sunnyvale, CA",,,,,,,,2022-09-27 20:23:44,2022-10-05 14:14:27,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289023199
595,99.10358,1,13-1199.07,Security Management Specialists,3299456964,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hesse, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:14:31,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299456964
596,138.80197,1,11-1011.00,Chief Executives,3294680496,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Eschborn, Hesse, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:31,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294680496
597,162.6984,1,11-9033.00,"Education Administrators, Postsecondary",3271167960,Site Manager - Magdeburg,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Magdeburg, Saxony-Anhalt, Germany",,,,,,,,2022-09-20 02:35:25,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3271167960
598,155.50183,1,25-1199.00,"Postsecondary Teachers, All Other",3284490292,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Düsseldorf, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-23 03:31:13,2022-10-05 14:14:31,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490292
599,152.24118,1,25-1199.00,"Postsecondary Teachers, All Other",3296430812,Manager Forschung und Entwicklung Quantencomputing (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:44,2022-10-05 14:14:31,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296430812
600,161.7686,1,29-9021.00,Health Information Technologists and Medical Registrars,3269101053,Manager / Agile Coach Medical Engineering (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-17 17:27:27,2022-10-05 14:14:31,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269101053
601,115.1316,1,11-9111.00,Medical and Health Services Managers,3269102020,Manager / Agile Coach Medical Engineering (m/w/d),b3JnOjE2MjQ3,Deloitte,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-17 17:27:25,2022-10-05 14:14:31,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269102020
602,182.68402,1,47-2082.00,Tapers,3289541246,KONSTRUKTÖR TILL SKÖVDE,b3JnOjM3ODM2Nw==,TMC,,,,-,"Skövde, Vastra Gotaland County, Sweden",,,On-site,,,,,2022-09-28 14:39:50,2022-10-05 14:14:31,,,NO,,,https://www.linkedin.com/jobs/view/3289541246
603,122.422485,1,11-3071.00,"Transportation, Storage, and Distribution Managers",3277774449,Pipeline to Pathways: Area Manager,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-27 20:29:57,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3277774449
604,81.246765,1,25-9031.00,Instructional Coordinators,3284376886,"Program Manager Learning Solutions, PARS Knowledgement Management",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Luxembourg, Luxembourg, Luxembourg",,,,,,,,2022-09-24 02:17:55,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3284376886
605,155.50183,1,25-1199.00,"Postsecondary Teachers, All Other",3284490291,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-23 03:31:10,2022-10-05 14:14:31,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490291
606,135.6034,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3277909394,"Analytical Consultant, Data and Insights (Fixed-Term Contract)",b3JnOjYwMDE3NTY1,Google,,,,-,"Hamburg, Hamburg, Germany",,,,,,,,2022-09-21 12:21:37,2022-10-05 14:14:31,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3277909394
607,71.25511,1,43-3051.00,Payroll and Timekeeping Clerks,3262854259,Payroll Technician,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-14 14:47:48,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3262854259
608,75.518684,1,25-1054.00,"Physics Teachers, Postsecondary",3270149510,Assistant/Associate/Professor - Physics,b3JnOjEyMzI5MA==,The University of Texas at Dallas,,,,-,"Richardson, TX",,,On-site,,,,,2022-09-15 21:51:34,2022-10-05 14:14:31,,www.careerarc.com,NO,,,https://www.linkedin.com/jobs/view/3270149510
609,132.19827,1,15-1299.09,Information Technology Project Managers,3295284701,"Global Technology Strategy, Senior Associate",b3JnOjE1NTMz,JPMorgan Chase & Co.,,,,-,"New York, NY",,,,,,,,2022-10-05 04:58:30,2022-10-05 14:14:31,,ars2.equest.com,NO,,,https://www.linkedin.com/jobs/view/3295284701
610,162.76596,1,17-2199.05,Mechatronics Engineers,3284486991,Project Coordinator I - Quantum R&D,b3JnOjEwOTQwNzg=,Pride Mobility Products Corporation,,,,-,"Duryea, PA",,,On-site,,,,,2022-08-29 03:10:51,2022-10-05 14:14:31,,recruiting.ultipro.com,NO,,,https://www.linkedin.com/jobs/view/3284486991
611,154.05086,1,15-2031.00,Operations Research Analysts,3270593110,Professional Research Assistant/Senior Professional Research Assistant,b3JnOjI0MjQ4,University of Colorado Boulder,,,,-,"Boulder, CO",,,On-site,,,,,2022-09-20 22:09:39,2022-10-05 14:14:31,,jobs.colorado.edu,NO,,,https://www.linkedin.com/jobs/view/3270593110
612,107.05421,1,17-3027.00,Mechanical Engineering Technologists and Technicians,3238247132,Mechanical Engineer (Entry level),b3JnOjEwOTQyMg==,Keysight Technologies,,,,-,"Colorado Springs, CO",,,,,,,,2022-09-28 18:44:06,2022-10-05 14:14:31,,jobs.keysight.com,NO,,,https://www.linkedin.com/jobs/view/3238247132
613,83.574615,1,11-3131.00,Training and Development Managers,3293807434,Career Services Coordinator,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 20:44:30,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293807434
614,227.87802,1,25-1054.00,"Physics Teachers, Postsecondary",3289018920,"Student Researcher, BS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Palo Alto, CA",,,,,,,,2022-09-27 20:23:43,2022-10-05 14:14:31,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289018920
615,19.911915,1,43-4051.00,Customer Service Representatives,3271144775,Customer Service,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-19 20:58:09,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3271144775
616,96.152725,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,3302682098,Quantum Materials Scientist Industrial Placement,b3JnOjkzNTA=,UK Research and Innovation,,,,-,"Didcot, England, United Kingdom",,,On-site,,,,,2022-09-10 09:50:53,2022-10-05 14:14:31,,uksbs.referrals.selectminds.com,NO,,,https://www.linkedin.com/jobs/view/3302682098
617,88.72586,1,11-3031.03,Investment Fund Managers,3298177191,Investor Relations Associate,b3JnOjgwNDg5OTM5,Quantum Light,,,,-,"London Area, United Kingdom",,,On-site,,,,,2022-09-06 21:57:00,2022-10-05 14:14:31,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3298177191
618,126.708565,1,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3271146666,Inside Sales Representative – Customer Service,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Toronto, ON",,,On-site,,,,,2022-09-19 20:58:06,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3271146666
619,227.87802,1,25-1054.00,"Physics Teachers, Postsecondary",3289023199,"Student Researcher, BS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Sunnyvale, CA",,,,,,,,2022-09-27 20:23:44,2022-10-05 14:14:31,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289023199
620,149.83469,1,25-1054.00,"Physics Teachers, Postsecondary",3279737263,Postdoctoral position on the modeling of  silicon/germanium spin qubits,,,,,,-,Greater Grenoble Metropolitan Area,,,On-site,,,,,2022-10-05 07:41:18,2022-10-05 14:14:31,,,NO,,,https://www.linkedin.com/jobs/view/3279737263
621,164.50945,1,41-9099.00,"Sales and Related Workers, All Other",3294723845,Charging Rolloutmanagement Consultant (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-29 16:46:41,2022-10-05 14:14:31,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3294723845
622,213.57968,1,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3280608515,"Yard Operations Lead, HAJ8 TOM Team",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Garbsen, Lower Saxony, Germany",,,,,,,,2022-09-28 18:11:42,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3280608515
623,219.54175,1,13-1041.00,Compliance Officers,3277774406,Virtual Compliance Coordinator with Swedish,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Warsaw, Mazowieckie, Poland",,,,,,,,2022-09-27 20:29:54,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3277774406
624,218.31686,1,25-3031.00,"Substitute Teachers, Short-Term",3299290918,Junior Cloud Architect,b3JnOjE2MjQ3,Deloitte,,,,-,"Budapest, Hungary",,,Hybrid,,,,,2022-10-02 14:56:41,2022-10-05 14:14:31,,,NO,,,https://www.linkedin.com/jobs/view/3299290918
625,204.61618,1,17-3029.01,Non-Destructive Testing Specialists,3291207369,Agile coach,b3JnOjQ4NDE0,Qualcomm,,,,-,"Linköping, Ostergotland County, Sweden",,,On-site,,,,,2022-09-27 16:48:32,2022-10-05 14:14:31,,qualcomm.wd5.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3291207369
626,91.90605,1,43-4051.00,Customer Service Representatives,3210583582,"Customer Success Team Manager - Virtual , Delivery Station Liaison",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-25 12:00:57,2022-10-05 14:14:31,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3210583582
627,169.89954,1,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,3281836089,"Senior / Principal Scientist, Plastics and Biomass Pyrolysis",b3JnOjE4MjgyNTQ=,VTT,,,,-,"Espoo, Uusimaa, Finland",,,Hybrid,,,,,2022-09-21 17:41:09,2022-10-05 14:14:31,,ats.talentadore.com,NO,,,https://www.linkedin.com/jobs/view/3281836089
628,103.24298,1,11-3013.00,Facilities Managers,3278902710,TRUTHS System and Operations Manager,b3JnOjM4NDEyMg==,European Space Agency - ESA,,,,-,"Noordwijk-Binnen, South Holland, Netherlands",,,On-site,,,,,2022-09-22 02:18:05,2022-10-05 14:14:31,,jobs.esa.int,NO,,,https://www.linkedin.com/jobs/view/3278902710
629,186.60312,1,25-1071.00,"Health Specialties Teachers, Postsecondary",3295324190,Lecturer - Bachelor of International Public Health program,b3JnOjE3NTMz,UNSW,,,,-,"Paris, Île-de-France, France",,,On-site,,,,,2022-09-30 04:42:06,2022-10-05 14:14:31,,external-careers.jobs.unsw.edu.au,NO,,,https://www.linkedin.com/jobs/view/3295324190
630,138.80197,1,11-1011.00,Chief Executives,3294679592,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Leipzig, Saxony, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:31,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294679592
631,110.52524,1,19-4099.01,Quality Control Analysts,3266953518,Strategic Programs CSAM,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Göteborg, Vastra Gotaland County, Sweden",,,Hybrid,,,,,2022-10-05 12:18:30,2022-10-05 14:14:31,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3266953518
632,60.743713,1,43-9061.00,"Office Clerks, General",3254163676,Office Assistant,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-09 20:57:53,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3254163676
633,101.31165,1,15-1299.09,Information Technology Project Managers,3293299912,Global Technology Applied Research Associate,b3JnOjE1NTMz,JPMorgan Chase & Co.,,,,-,"New York, NY",,,On-site,,,,,2022-10-03 11:01:48,2022-10-05 14:14:31,,ars2.equest.com,NO,,,https://www.linkedin.com/jobs/view/3293299912
634,178.36102,1,15-1221.00,Computer and Information Research Scientists,3272721341,"Seeking a Team Leader (W22097), RIKEN Center for Quantum Computing",b3JnOjEwNzI5MDY=,RIKEN,,,,-,Japan,,,On-site,,,,,2022-08-23 05:22:53,2022-10-05 14:14:31,,jobs.sciencecareers.org,NO,,,https://www.linkedin.com/jobs/view/3272721341
635,114.045876,1,15-1252.00,Software Developers,3297675123,Quantum Software Developer,b3JnOjcyNzczNTEw,Multiverse Computing,,,,-,"Álava, Principality of Asturias, Spain",,,,,,,,2022-09-23 00:00:00,2022-10-05 14:14:31,,www.buscojobs.com.es,NO,,,https://www.linkedin.com/jobs/view/3297675123
636,114.045876,1,15-1252.00,Software Developers,3297675107,Quantum Software Developer,b3JnOjcyNzczNTEw,Multiverse Computing,,,,-,"Álava, Principality of Asturias, Spain",,,,,,,,2022-09-23 00:00:00,2022-10-05 14:14:31,,www.buscojobs.com.es,NO,,,https://www.linkedin.com/jobs/view/3297675107
637,310.51376,1,25-1063.00,"Economics Teachers, Postsecondary",3293805523,Lease Analyst – $75K to $90K per year,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 20:44:26,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293805523
638,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary",3289018894,"Student Researcher, MS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Chicago, IL",,,,,,,,2022-09-27 20:23:33,2022-10-05 14:14:31,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289018894
639,223.32986,1,19-2041.01,Climate Change Policy Analysts,3255328854,2022 Hybrid Cloud Transformation-Associates Consultant,b3JnOjU5NDM=,IBM,,,,-,"Shenzhen, Guangdong, China",,,On-site,,,,,2022-09-28 09:36:27,2022-10-05 14:14:31,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3255328854
640,163.15189,1,25-1021.00,"Computer Science Teachers, Postsecondary",3293670223,IBM StudentInnen-Teilzeitjob: Projektmanagement (w/m/x),b3JnOjU5NDM=,IBM,,,,-,"Vienna, Vienna, Austria",,,On-site,,,,,2022-10-03 16:44:30,2022-10-05 14:14:31,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3293670223
641,115.22517,1,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,3266633045,Electronics Instructor,b3JnOjEyMDQ5MTE=,Quantum Marine Stabilizers,,,,-,"Fort Lauderdale, FL",,,On-site,,,,,2022-09-12 16:43:14,2022-10-05 14:14:31,,www.ziprecruiter.com,NO,,,https://www.linkedin.com/jobs/view/3266633045
642,57.860657,1,43-9061.00,"Office Clerks, General",3261468430,Office Manager,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Toronto, ON",,,On-site,,,,,2022-09-07 21:11:42,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3261468430
643,152.20831,1,11-3013.01,Security Managers,3224411005,Quantum Security Operations Intern,b3JnOjY4MjM4OTA5,SandboxAQ,,,,-,"Barcelona, Catalonia, Spain",,,Remote,,,,,2022-08-17 02:08:20,2022-10-05 14:14:31,,grnh.se,NO,,,https://www.linkedin.com/jobs/view/3224411005
644,60.74369,1,43-9061.00,"Office Clerks, General",3271149353,Office Assistant,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-19 20:58:10,2022-10-05 14:14:31,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3271149353
645,149.83469,1,25-1054.00,"Physics Teachers, Postsecondary",3279737263,Postdoctoral position on the modeling of  silicon/germanium spin qubits,,,,,,-,Greater Grenoble Metropolitan Area,,,On-site,,,,,2022-10-05 07:41:18,2022-10-05 14:14:35,,,NO,,,https://www.linkedin.com/jobs/view/3279737263
646,164.50945,1,41-9099.00,"Sales and Related Workers, All Other",3294723845,Charging Rolloutmanagement Consultant (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-29 16:46:41,2022-10-05 14:14:35,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3294723845
647,213.57968,1,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3280608515,"Yard Operations Lead, HAJ8 TOM Team",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Garbsen, Lower Saxony, Germany",,,,,,,,2022-09-28 18:11:42,2022-10-05 14:14:35,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3280608515
648,219.54175,1,13-1041.00,Compliance Officers,3277774406,Virtual Compliance Coordinator with Swedish,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Warsaw, Mazowieckie, Poland",,,,,,,,2022-09-27 20:29:54,2022-10-05 14:14:35,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3277774406
649,218.31686,1,25-3031.00,"Substitute Teachers, Short-Term",3299290918,Junior Cloud Architect,b3JnOjE2MjQ3,Deloitte,,,,-,"Budapest, Hungary",,,Hybrid,,,,,2022-10-02 14:56:41,2022-10-05 14:14:35,,,NO,,,https://www.linkedin.com/jobs/view/3299290918
